60163f2ce4f14bc3a257ab8ea56c6126,0,Q7432
60163f2ce4f14bc3a257ab8ea56c6126,2,Q4167410
60163f2ce4f14bc3a257ab8ea56c6126,7,Q24564698
60163f2ce4f14bc3a257ab8ea56c6126,8,Q5151
60163f2ce4f14bc3a257ab8ea56c6126,10,Q3245245
60163f2ce4f14bc3a257ab8ea56c6126,11,Q3245245
60163f2ce4f14bc3a257ab8ea56c6126,14,Q677
60163f2ce4f14bc3a257ab8ea56c6126,15,Q731
60163f2ce4f14bc3a257ab8ea56c6126,16,Q1993436
60163f2ce4f14bc3a257ab8ea56c6126,17,Q706
60163f2ce4f14bc3a257ab8ea56c6126,18,Q19620
60163f2ce4f14bc3a257ab8ea56c6126,19,Q19636
60163f2ce4f14bc3a257ab8ea56c6126,20,Q1815100
60163f2ce4f14bc3a257ab8ea56c6126,23,Q11466
60163f2ce4f14bc3a257ab8ea56c6126,25,Q34740
60163f2ce4f14bc3a257ab8ea56c6126,26,Q108866087
60163f2ce4f14bc3a257ab8ea56c6126,28,Q11500
60163f2ce4f14bc3a257ab8ea56c6126,31,Q660
60163f2ce4f14bc3a257ab8ea56c6126,32,Q658
60163f2ce4f14bc3a257ab8ea56c6126,33,Q11579
60163f2ce4f14bc3a257ab8ea56c6126,34,Q19636
60163f2ce4f14bc3a257ab8ea56c6126,35,Q948
60163f2ce4f14bc3a257ab8ea56c6126,36,Q663
60163f2ce4f14bc3a257ab8ea56c6126,37,Q876
60163f2ce4f14bc3a257ab8ea56c6126,38,Q1091
60163f2ce4f14bc3a257ab8ea56c6126,39,Q706
