d55f605fbcfe42eaa90dba52e3763f07,0,Q7432
d55f605fbcfe42eaa90dba52e3763f07,2,Q4167410
d55f605fbcfe42eaa90dba52e3763f07,7,Q8050873
d55f605fbcfe42eaa90dba52e3763f07,8,Q5151
d55f605fbcfe42eaa90dba52e3763f07,10,Q3245245
d55f605fbcfe42eaa90dba52e3763f07,11,Q174736
d55f605fbcfe42eaa90dba52e3763f07,14,Q677
d55f605fbcfe42eaa90dba52e3763f07,15,Q731
d55f605fbcfe42eaa90dba52e3763f07,16,Q1993436
d55f605fbcfe42eaa90dba52e3763f07,17,Q706
d55f605fbcfe42eaa90dba52e3763f07,18,Q19620
d55f605fbcfe42eaa90dba52e3763f07,19,Q19636
d55f605fbcfe42eaa90dba52e3763f07,20,Q688
d55f605fbcfe42eaa90dba52e3763f07,23,Q11466
d55f605fbcfe42eaa90dba52e3763f07,25,Q34740
d55f605fbcfe42eaa90dba52e3763f07,26,Q108866087
d55f605fbcfe42eaa90dba52e3763f07,28,Q11500
d55f605fbcfe42eaa90dba52e3763f07,31,Q660
d55f605fbcfe42eaa90dba52e3763f07,32,Q658
d55f605fbcfe42eaa90dba52e3763f07,33,Q11579
d55f605fbcfe42eaa90dba52e3763f07,34,Q19636
d55f605fbcfe42eaa90dba52e3763f07,35,Q948
d55f605fbcfe42eaa90dba52e3763f07,36,Q663
d55f605fbcfe42eaa90dba52e3763f07,37,Q876
d55f605fbcfe42eaa90dba52e3763f07,38,Q1091
d55f605fbcfe42eaa90dba52e3763f07,39,Q706
